Time [s], PLETH
122.88,0.39296
122.912,0.38514
122.944,0.37537
122.976,0.36559
123.008,0.35679
123.04,0.348
123.072,0.34018
123.104,0.33431
123.136,0.32942
123.168,0.32454
123.2,0.31965
123.232,0.31672
123.264,0.31574
123.296,0.31769
123.328,0.32258
123.36,0.33236
123.392,0.34702
123.424,0.36755
123.456,0.39198
123.488,0.42131
123.52,0.4477
123.552,0.47312
123.584,0.50147
123.616,0.52981
123.648,0.55523
123.68,0.57771
123.712,0.59531
123.744,0.60997
123.776,0.62072
123.808,0.62757
123.84,0.63245
123.872,0.63441
123.904,0.63343
123.936,0.63148
123.968,0.62757
124,0.62268
124.032,0.61681
124.064,0.60997
124.096,0.60117
124.128,0.59238
124.16,0.58065
124.192,0.56891
124.224,0.55523
124.256,0.53959
124.288,0.52395
124.32,0.50831
124.352,0.49365
124.384,0.47801
124.416,0.46041
124.448,0.44379
124.48,0.42815
124.512,0.41349
124.544,0.40078
124.576,0.38905
124.608,0.37928
124.64,0.37048
124.672,0.36266
124.704,0.35582
124.736,0.35093
124.768,0.34604
124.8,0.34115
124.832,0.33529
124.864,0.3304
124.896,0.32649
124.928,0.32258
124.96,0.31769
124.992,0.31378
125.024,0.31085
125.056,0.30694
125.088,0.30401
125.12,0.30205
125.152,0.30108
125.184,0.29912
125.216,0.29619
125.248,0.29423
125.28,0.2913
125.312,0.28935
125.344,0.28739
125.376,0.28446
125.408,0.2825
125.44,0.28055
125.472,0.27859
125.504,0.27761
125.536,0.27664
125.568,0.27566
125.6,0.2737
125.632,0.27273
125.664,0.27077
125.696,0.26979
125.728,0.26784
125.76,0.26686
125.792,0.26588
125.824,0.26393
125.856,0.26295
125.888,0.26295
125.92,0.26393
125.952,0.26784
125.984,0.2737
126.016,0.28543
126.048,0.30108
126.08,0.32258
126.112,0.34897
126.144,0.38025
126.176,0.41544
126.208,0.45161
126.24,0.48876
126.272,0.52493
126.304,0.55523
126.336,0.58065
126.368,0.60802
126.4,0.63441
126.432,0.65885
126.464,0.68133
126.496,0.70088
126.528,0.71652
126.56,0.72727
126.592,0.73412
126.624,0.73705
126.656,0.73509
126.688,0.73021
126.72,0.72239
126.752,0.71261
126.784,0.6999
126.816,0.68524
126.848,0.6696
126.88,0.652
126.912,0.63343
126.944,0.61486
126.976,0.59629
127.008,0.57674
127.04,0.55914
127.072,0.54154
127.104,0.52688
127.136,0.51417
127.168,0.50147
127.2,0.50049
127.232,0.50635
127.264,0.50538
127.296,0.50147
127.328,0.49658
127.36,0.48974
127.392,0.48387
127.424,0.47703
127.456,0.47019
127.488,0.46334
127.52,0.45748
127.552,0.45161
127.584,0.44477
127.616,0.43695
127.648,0.42913
127.68,0.42131
127.712,0.41447
127.744,0.40762
127.776,0.40078
127.808,0.39394
127.84,0.3871
127.872,0.38025
127.904,0.37439
127.936,0.3695
127.968,0.36461
128,0.35973
128.032,0.35386
128.064,0.34897
128.096,0.34409
128.128,0.3392
128.16,0.33431
128.192,0.3304
128.224,0.32649
128.256,0.32356
128.288,0.32063
128.32,0.31965
128.352,0.31672
128.384,0.31476
128.416,0.31183
128.448,0.3089
128.48,0.30596
128.512,0.30401
128.544,0.30205
128.576,0.30303
128.608,0.30596
128.64,0.31281
128.672,0.32454
128.704,0.33822
128.736,0.35386
128.768,0.37634
128.8,0.40176
128.832,0.42913
128.864,0.45748
128.896,0.48485
128.928,0.50929
128.96,0.53177
128.992,0.55034
129.024,0.56696
129.056,0.57967
129.088,0.59042
129.12,0.59726
129.152,0.60313
129.184,0.60802
129.216,0.61095
129.248,0.6129
129.28,0.61388
129.312,0.6129
129.344,0.61095
129.376,0.60802
129.408,0.60411
129.44,0.59824
129.472,0.59238
129.504,0.58456
129.536,0.57674
129.568,0.56696
129.6,0.55523
129.632,0.54252
129.664,0.52981
129.696,0.51711
129.728,0.5044
129.76,0.49267
129.792,0.48094
129.824,0.47019
129.856,0.46139
129.888,0.45357
129.92,0.4477
129.952,0.44184
129.984,0.43597
130.016,0.43109
130.048,0.4262
130.08,0.42229
130.112,0.4174
130.144,0.41251
130.176,0.4086
130.208,0.40469
130.24,0.3998
130.272,0.39589
130.304,0.39198
130.336,0.39003
130.368,0.38612
130.4,0.38416
130.432,0.38221
130.464,0.38221
130.496,0.38319
130.528,0.3871
130.56,0.39198
130.592,0.39883
130.624,0.40762
130.656,0.41642
130.688,0.42424
130.72,0.43206
130.752,0.43988
130.784,0.44575
130.816,0.45161
130.848,0.45455
130.88,0.45455
130.912,0.45259
130.944,0.44868
130.976,0.44379
131.008,0.43695
131.04,0.42913
131.072,0.42033
131.104,0.41349
131.136,0.40665
131.168,0.3998
131.2,0.39394
131.232,0.39003
131.264,0.39003
131.296,0.39394
131.328,0.40371
131.36,0.41838
131.392,0.43793
131.424,0.46139
131.456,0.4868
131.488,0.50929
131.52,0.53079
131.552,0.5523
131.584,0.57283
131.616,0.5914
131.648,0.60704
131.68,0.61877
131.712,0.62757
131.744,0.63343
131.776,0.63832
131.808,0.6393
131.84,0.6393
131.872,0.63734
131.904,0.63441
131.936,0.62952
131.968,0.62366
132,0.61584
132.032,0.60802
132.064,0.59824
132.096,0.58749
132.128,0.57576
132.16,0.56207
132.192,0.54839
132.224,0.53275
132.256,0.51711
132.288,0.50244
132.32,0.48974
132.352,0.4741
132.384,0.45943
132.416,0.44477
132.448,0.43109
132.48,0.41935
132.512,0.4086
132.544,0.39883
132.576,0.39101
132.608,0.38319
132.64,0.37732
132.672,0.37146
132.704,0.36755
132.736,0.36364
132.768,0.3607
132.8,0.35679
132.832,0.35288
132.864,0.348
132.896,0.34409
132.928,0.34018
132.96,0.33627
132.992,0.33333
133.024,0.3304
133.056,0.32747
133.088,0.32551
133.12,0.32454
133.152,0.32258
133.184,0.32063
133.216,0.31965
133.248,0.31769
133.28,0.31574
133.312,0.31378
133.344,0.31281
133.376,0.31085
133.408,0.3089
133.44,0.30792
133.472,0.30792
133.504,0.30694
133.536,0.30694
133.568,0.30596
133.6,0.30499
133.632,0.30303
133.664,0.30205
133.696,0.30108
133.728,0.30108
133.76,0.3001
133.792,0.3001
133.824,0.30205
133.856,0.30499
133.888,0.31085
133.92,0.31867
133.952,0.33236
133.984,0.34995
134.016,0.37243
134.048,0.39687
134.08,0.42424
134.112,0.45259
134.144,0.48094
134.176,0.50635
134.208,0.52884
134.24,0.54839
134.272,0.56207
134.304,0.5738
134.336,0.58358
134.368,0.59238
134.4,0.6002
134.432,0.60606
134.464,0.60997
134.496,0.6129
134.528,0.61388
134.56,0.61486
134.592,0.61388
134.624,0.61095
134.656,0.60802
134.688,0.60313
134.72,0.59824
134.752,0.5914
134.784,0.5826
134.816,0.5738
134.848,0.56305
134.88,0.55132
134.912,0.53861
134.944,0.52493
134.976,0.51222
135.008,0.49853
135.04,0.4868
135.072,0.47703
135.104,0.46823
135.136,0.45943
135.168,0.45161
135.2,0.44379
135.232,0.43695
135.264,0.43109
135.296,0.4262
135.328,0.42229
135.36,0.41838
135.392,0.41349
135.424,0.4086
135.456,0.40469
135.488,0.40078
135.52,0.39687
135.552,0.39296
135.584,0.38807
135.616,0.38319
135.648,0.37928
135.68,0.37537
135.712,0.37048
135.744,0.36657
135.776,0.36266
135.808,0.35875
135.84,0.35582
135.872,0.35386
135.904,0.35191
135.936,0.34995
135.968,0.348
136,0.34506
136.032,0.34311
136.064,0.34018
136.096,0.33724
136.128,0.33431
136.16,0.33138
136.192,0.32942
136.224,0.32649
136.256,0.32356
136.288,0.32258
136.32,0.3216
136.352,0.31965
136.384,0.31769
136.416,0.31672
136.448,0.31672
136.48,0.31965
136.512,0.32649
136.544,0.33822
136.576,0.35777
136.608,0.38319
136.64,0.41544
136.672,0.4477
136.704,0.47898
136.736,0.51711
136.768,0.55523
136.8,0.59335
136.832,0.62757
136.864,0.65689
136.896,0.68231
136.928,0.70381
136.96,0.72141
136.992,0.73607
137.024,0.74976
137.056,0.76442
137.088,0.77713
137.12,0.78886
137.152,0.80352
137.184,0.82014
137.216,0.83578
137.248,0.84946
137.28,0.85924
137.312,0.86413
137.344,0.86315
137.376,0.85826
137.408,0.84848
137.44,0.83578
137.472,0.82209
137.504,0.80743
137.536,0.79081
137.568,0.77419
137.6,0.75562
137.632,0.73705
137.664,0.71652
137.696,0.69501
137.728,0.67253
137.76,0.65103
137.792,0.62952
137.824,0.60899
137.856,0.5914
137.888,0.57674
137.92,0.56403
137.952,0.5523
137.984,0.54154
138.016,0.53177
138.048,0.52395
138.08,0.51711
138.112,0.51026
138.144,0.50538
138.176,0.50147
138.208,0.49658
138.24,0.49267
138.272,0.48876
138.304,0.48485
138.336,0.48094
138.368,0.47605
138.4,0.47019
138.432,0.46334
138.464,0.45552
138.496,0.4477
138.528,0.43891
138.56,0.43011
138.592,0.42033
138.624,0.41056
138.656,0.40078
138.688,0.39296
138.72,0.38514
138.752,0.37732
138.784,0.36852
138.816,0.35973
138.848,0.35093
138.88,0.34115
138.912,0.33236
138.944,0.32356
138.976,0.31476
139.008,0.30596
139.04,0.29814
139.072,0.29326
139.104,0.29032
139.136,0.28935
139.168,0.29326
139.2,0.30205
139.232,0.31769
139.264,0.34018
139.296,0.36852
139.328,0.40078
139.36,0.43597
139.392,0.47214
139.424,0.50733
139.456,0.53959
139.488,0.56598
139.52,0.58651
139.552,0.60704
139.584,0.62463
139.616,0.64027
139.648,0.65298
139.68,0.66276
139.712,0.6696
139.744,0.67546
139.776,0.67937
139.808,0.68133
139.84,0.68133
139.872,0.68035
139.904,0.67742
139.936,0.67351
139.968,0.66764
140,0.6608
140.032,0.652
140.064,0.64125
140.096,0.62952
140.128,0.61584
140.16,0.6002
140.192,0.58456
140.224,0.56794
140.256,0.55132
140.288,0.53763
140.32,0.52493
140.352,0.51124
140.384,0.49853
140.416,0.4868
140.448,0.47507
140.48,0.4653
140.512,0.4565
140.544,0.44868
140.576,0.44184
140.608,0.43597
140.64,0.43109
140.672,0.4262
140.704,0.42229
140.736,0.41838
140.768,0.41251
140.8,0.40762
140.832,0.40371
140.864,0.39883
140.896,0.39492
140.928,0.39003
140.96,0.38612
140.992,0.38221
141.024,0.3783
141.056,0.37537
141.088,0.37341
141.12,0.3695
141.152,0.36657
141.184,0.36266
141.216,0.35973
141.248,0.35679
141.28,0.35386
141.312,0.35093
141.344,0.348
141.376,0.34506
141.408,0.34213
141.44,0.3392
141.472,0.33724
141.504,0.33529
141.536,0.33333
141.568,0.3304
141.6,0.32845
141.632,0.32649
141.664,0.32551
141.696,0.32454
141.728,0.32454
141.76,0.32747
141.792,0.33333
141.824,0.34506
141.856,0.35973
141.888,0.3783
141.92,0.40371
141.952,0.43597
141.984,0.47116
142.016,0.50929
142.048,0.54545
142.08,0.57967
142.112,0.61095
142.144,0.63832
142.176,0.66178
142.208,0.68133
142.24,0.69697
142.272,0.70772
142.304,0.71554
142.336,0.72239
142.368,0.72825
142.4,0.73216
142.432,0.73509
142.464,0.73607
142.496,0.73509
142.528,0.73216
142.56,0.72825
142.592,0.72239
142.624,0.71359
142.656,0.70479
142.688,0.69404
142.72,0.68231
142.752,0.66862
142.784,0.65591
142.816,0.64418
142.848,0.63343
142.88,0.62659
142.912,0.6217
142.944,0.61975
142.976,0.62072
143.008,0.62268
143.04,0.62561
143.072,0.62757
143.104,0.62659
143.136,0.62561
143.168,0.62072
143.2,0.61388
143.232,0.60508
143.264,0.59335
143.296,0.58162
143.328,0.56989
143.36,0.55914
143.392,0.55132
143.424,0.54448
143.456,0.54057
143.488,0.53666
143.52,0.53372
143.552,0.53079
143.584,0.50929
143.616,0.47898
143.648,0.46041
143.68,0.44868
143.712,0.43891
143.744,0.43109
143.776,0.42326
143.808,0.41642
143.84,0.40958
143.872,0.40371
143.904,0.39883
143.936,0.39394
143.968,0.38807
144,0.38221
144.032,0.37634
144.064,0.3695
144.096,0.36364
144.128,0.35679
144.16,0.34897
144.192,0.34115
144.224,0.33333
144.256,0.32649
144.288,0.32063
144.32,0.31281
144.352,0.30596
144.384,0.3001
144.416,0.29619
144.448,0.29717
144.48,0.30205
144.512,0.31183
144.544,0.32747
144.576,0.34702
144.608,0.3695
144.64,0.39394
144.672,0.41544
144.704,0.43402
144.736,0.45357
144.768,0.47116
144.8,0.48583
144.832,0.49853
144.864,0.50733
144.896,0.51417
144.928,0.51906
144.96,0.52199
144.992,0.52297
145.024,0.52297
145.056,0.52199
145.088,0.51906
145.12,0.51515
145.152,0.51124
145.184,0.50635
145.216,0.50049
145.248,0.49267
145.28,0.48485
145.312,0.47507
145.344,0.46334
145.376,0.45064
145.408,0.43695
145.44,0.42326
145.472,0.40958
145.504,0.39785
145.536,0.38514
145.568,0.37243
145.6,0.35973
145.632,0.34897
145.664,0.3392
145.696,0.3304
145.728,0.32258
145.76,0.31672
145.792,0.31085
145.824,0.30596
145.856,0.30303
145.888,0.3001
145.92,0.29814
145.952,0.29521
145.984,0.2913
146.016,0.28837
146.048,0.28543
146.08,0.2825
146.112,0.27957
146.144,0.27761
146.176,0.27468
146.208,0.27175
146.24,0.26882
146.272,0.26784
146.304,0.26588
146.336,0.26393
146.368,0.26197
146.4,0.25904
146.432,0.25709
146.464,0.25513
146.496,0.25318
146.528,0.2522
146.56,0.25024
146.592,0.24927
146.624,0.24731
146.656,0.24731
146.688,0.24731
146.72,0.24536
146.752,0.24438
146.784,0.24242
146.816,0.23949
146.848,0.23754
146.88,0.23656
146.912,0.2346
146.944,0.2346
146.976,0.23558
147.008,0.23851
147.04,0.24536
147.072,0.25415
147.104,0.26686
147.136,0.28543
147.168,0.3089
147.2,0.33724
147.232,0.36755
147.264,0.39785
147.296,0.42815
147.328,0.4565
147.36,0.48094
147.392,0.50147
147.424,0.51906
147.456,0.53177
147.488,0.54154
147.52,0.55034
147.552,0.55816
147.584,0.56403
147.616,0.56891
147.648,0.57185
147.68,0.5738
147.712,0.57478
147.744,0.5738
147.776,0.57185
147.808,0.56891
147.84,0.56403
147.872,0.55816
147.904,0.55132
147.936,0.5435
147.968,0.53372
148,0.52297
148.032,0.51026
148.064,0.49658
148.096,0.48192
148.128,0.46725
148.16,0.45259
148.192,0.43988
148.224,0.42717
148.256,0.41642
148.288,0.4086
148.32,0.40078
148.352,0.39296
148.384,0.38612
148.416,0.38025
148.448,0.37439
148.48,0.36852
148.512,0.36364
148.544,0.35875
148.576,0.35386
148.608,0.34995
148.64,0.34604
148.672,0.34311
148.704,0.3392
148.736,0.33529
148.768,0.3304
148.8,0.32649
148.832,0.32258
148.864,0.31867
148.896,0.31476
148.928,0.31183
148.96,0.30792
148.992,0.30499
149.024,0.30108
149.056,0.29912
149.088,0.29717
149.12,0.29521
149.152,0.29228
149.184,0.28935
149.216,0.28739
149.248,0.28446
149.28,0.2825
149.312,0.28055
149.344,0.27761
149.376,0.27566
149.408,0.2737
149.44,0.27273
149.472,0.27175
149.504,0.26979
149.536,0.26784
149.568,0.26686
149.6,0.26686
149.632,0.27077
149.664,0.27957
149.696,0.29326
149.728,0.31183
149.76,0.33529
149.792,0.36266
149.824,0.39198
149.856,0.41838
149.888,0.44282
149.92,0.46921
149.952,0.49365
149.984,0.51711
150.016,0.53666
150.048,0.55327
150.08,0.56794
150.112,0.57967
150.144,0.58847
150.176,0.59629
150.208,0.60117
150.24,0.60508
150.272,0.60606
150.304,0.60704
150.336,0.60802
150.368,0.60802
150.4,0.60606
150.432,0.60313
150.464,0.59922
150.496,0.59335
150.528,0.58651
150.56,0.57771
150.592,0.56794
150.624,0.55621
150.656,0.54545
150.688,0.53372
150.72,0.52199
150.752,0.50831
150.784,0.4956
150.816,0.48387
150.848,0.47214
150.88,0.46139
150.912,0.45161
150.944,0.44379
150.976,0.43597
151.008,0.43011
151.04,0.42424
151.072,0.42033
151.104,0.41544
151.136,0.41153
151.168,0.40665
151.2,0.40176
151.232,0.39687
151.264,0.39296
151.296,0.38807
151.328,0.38416
151.36,0.38025
151.392,0.37634
151.424,0.37243
151.456,0.3695
151.488,0.36755
151.52,0.36461
151.552,0.36168
151.584,0.35777
151.616,0.35484
151.648,0.35191
151.68,0.34897
151.712,0.34604
151.744,0.34213
151.776,0.35093
151.808,0.36559
151.84,0.37243
151.872,0.37439
151.904,0.37439
151.936,0.37341
151.968,0.37048
152,0.36755
152.032,0.36364
152.064,0.35973
152.096,0.35582
152.128,0.35288
152.16,0.35093
152.192,0.35093
152.224,0.35484
152.256,0.36168
152.288,0.37341
152.32,0.39101
152.352,0.41642
152.384,0.4477
152.416,0.48387
152.448,0.52199
152.48,0.56109
152.512,0.59824
152.544,0.63148
152.576,0.66178
152.608,0.68719
152.64,0.70577
152.672,0.71945
152.704,0.73216
152.736,0.74291
152.768,0.75171
152.8,0.75855
152.832,0.76344
152.864,0.76637
152.896,0.76833
152.928,0.76833
152.96,0.76637
152.992,0.76344
153.024,0.75953
153.056,0.75367
153.088,0.74682
153.12,0.73705
153.152,0.7263
153.184,0.71359
153.216,0.69892
153.248,0.68231
153.28,0.66569
153.312,0.64712
153.344,0.62952
153.376,0.61193
153.408,0.59433
153.44,0.58065
153.472,0.56891
153.504,0.55718
153.536,0.54545
153.568,0.53568
153.6,0.5259
153.632,0.51711
153.664,0.50831
153.696,0.50049
153.728,0.49365
153.76,0.48583
153.792,0.47801
153.824,0.47116
153.856,0.4653
153.888,0.46041
153.92,0.45455
153.952,0.4477
153.984,0.44184
154.016,0.43597
154.048,0.43011
154.08,0.42522
154.112,0.42033
154.144,0.41544
154.176,0.41056
154.208,0.40665
154.24,0.40274
154.272,0.39883
154.304,0.39394
154.336,0.38905
154.368,0.38416
154.4,0.37928
154.432,0.37634
154.464,0.37243
154.496,0.36852
154.528,0.36559
154.56,0.36168
154.592,0.35777
154.624,0.35484
154.656,0.35191
154.688,0.34995
154.72,0.348
154.752,0.34506
154.784,0.34409
154.816,0.34506
154.848,0.34897
154.88,0.35875
154.912,0.37439
154.944,0.39687
154.976,0.42522
155.008,0.45846
155.04,0.48974
155.072,0.51906
155.104,0.55327
155.136,0.58651
155.168,0.61681
155.2,0.64321
155.232,0.66667
155.264,0.68622
155.296,0.70186
155.328,0.71359
155.36,0.72336
155.392,0.73118
155.424,0.73509
155.456,0.73705
155.488,0.73803
155.52,0.73803
155.552,0.73705
155.584,0.73509
155.616,0.73216
155.648,0.72727
155.68,0.72043
155.712,0.71163
155.744,0.70088
155.776,0.68915
155.808,0.67449
155.84,0.6608
155.872,0.64614
155.904,0.6305
155.936,0.6129
155.968,0.59531
156,0.57869
156.032,0.56403
156.064,0.54936
156.096,0.53666
156.128,0.52493
156.16,0.51515
156.192,0.50733
156.224,0.50049
156.256,0.49462
156.288,0.48876
156.32,0.48289
156.352,0.47703
156.384,0.47019
156.416,0.46432
156.448,0.45846
156.48,0.45259
156.512,0.44575
156.544,0.43891
156.576,0.43304
156.608,0.42717
156.64,0.42229
156.672,0.4174
156.704,0.41349
156.736,0.4086
156.768,0.40469
156.8,0.3998
156.832,0.39589
156.864,0.39198
156.896,0.38807
156.928,0.38416
156.96,0.38025
156.992,0.37537
157.024,0.37243
157.056,0.3695
157.088,0.36559
157.12,0.36168
157.152,0.35679
157.184,0.35288
157.216,0.348
157.248,0.34506
157.28,0.34213
157.312,0.34115
157.344,0.34213
157.376,0.34604
157.408,0.35386
157.44,0.36364
157.472,0.37634
157.504,0.39589
157.536,0.42131
157.568,0.45357
157.6,0.49071
157.632,0.53275
157.664,0.57771
157.696,0.62268
157.728,0.66471
157.76,0.70283
157.792,0.73509
157.824,0.75855
157.856,0.77419
157.888,0.78886
157.92,0.79961
157.952,0.80841
157.984,0.81427
158.016,0.81818
158.048,0.82014
158.08,0.82014
158.112,0.81818
158.144,0.81427
158.176,0.80841
158.208,0.80059
158.24,0.79179
158.272,0.78201
158.304,0.77126
158.336,0.75758
158.368,0.74389
158.4,0.72825
158.432,0.71163
158.464,0.69501
158.496,0.67742
158.528,0.65982
158.56,0.64223
158.592,0.62463
158.624,0.60802
158.656,0.59335
158.688,0.57771
158.72,0.56207
158.752,0.54741
158.784,0.53275
158.816,0.51906
158.848,0.50538
158.88,0.49267
158.912,0.47898
158.944,0.4653
158.976,0.45259
159.008,0.43988
159.04,0.42913
159.072,0.41935
159.104,0.4086
159.136,0.39687
159.168,0.38514
159.2,0.37341
159.232,0.36266
159.264,0.35191
159.296,0.34018
159.328,0.32942
159.36,0.31867
159.392,0.30792
159.424,0.29912
159.456,0.29326
159.488,0.28641
159.52,0.27859
159.552,0.27175
159.584,0.26393
159.616,0.25709
159.648,0.25024
159.68,0.24438
159.712,0.23949
159.744,0.2346
159.776,0.22972
159.808,0.22581
159.84,0.22385
159.872,0.22287
159.904,0.21994
159.936,0.21701
159.968,0.22385
160,0.23558
160.032,0.24242
160.064,0.24927
160.096,0.25709
160.128,0.26784
160.16,0.28446
160.192,0.30596
160.224,0.32845
160.256,0.35093
160.288,0.3783
160.32,0.40665
160.352,0.435
160.384,0.46139
160.416,0.48485
160.448,0.5044
160.48,0.52199
160.512,0.53568
160.544,0.54839
160.576,0.55718
160.608,0.565
160.64,0.57087
160.672,0.57478
160.704,0.57771
160.736,0.57967
160.768,0.58065
160.8,0.58065
160.832,0.57967
160.864,0.57771
160.896,0.5738
160.928,0.56891
160.96,0.56207
160.992,0.55425
161.024,0.54545
161.056,0.53666
161.088,0.5259
161.12,0.51417
161.152,0.50244
161.184,0.48974
161.216,0.47801
161.248,0.46628
161.28,0.45552
161.312,0.44575
161.344,0.43793
161.376,0.43109
161.408,0.42522
161.44,0.42033
161.472,0.41642
161.504,0.41251
161.536,0.4086
161.568,0.40469
161.6,0.3998
161.632,0.39589
161.664,0.39198
161.696,0.38807
161.728,0.38416
161.76,0.38123
161.792,0.37732
161.824,0.37439
161.856,0.37243
161.888,0.3695
161.92,0.36559
161.952,0.36266
161.984,0.35973
162.016,0.35679
162.048,0.35288
162.08,0.34995
162.112,0.34702
162.144,0.34409
162.176,0.34115
162.208,0.33822
162.24,0.33724
162.272,0.33627
162.304,0.33529
162.336,0.33236
162.368,0.3304
162.4,0.32747
162.432,0.32454
162.464,0.32258
162.496,0.31965
162.528,0.31769
162.56,0.31574
162.592,0.31378
162.624,0.31378
162.656,0.31574
162.688,0.31867
162.72,0.32551
162.752,0.33724
162.784,0.35386
162.816,0.37439
162.848,0.3998
162.88,0.42717
162.912,0.4565
162.944,0.48485
162.976,0.51026
163.008,0.53177
163.04,0.54839
163.072,0.56403
163.104,0.57771
163.136,0.58944
163.168,0.59824
163.2,0.60606
163.232,0.6129
163.264,0.61779
163.296,0.6217
163.328,0.62463
163.36,0.62659
163.392,0.62659
163.424,0.62561
163.456,0.62366
163.488,0.61975
163.52,0.61486
163.552,0.60899
163.584,0.60117
163.616,0.59335
163.648,0.58358
163.68,0.57283
163.712,0.56109
163.744,0.54839
163.776,0.53568
163.808,0.52395
163.84,0.5132
163.872,0.50147
163.904,0.49071
163.936,0.47996
163.968,0.47116
164,0.46334
164.032,0.4565
164.064,0.44966
164.096,0.44477
164.128,0.43891
164.16,0.43402
164.192,0.43011
164.224,0.4262
164.256,0.42229
164.288,0.41838
164.32,0.41447
164.352,0.41056
164.384,0.40567
164.416,0.40176
164.448,0.39785
164.48,0.39394
164.512,0.39003
164.544,0.38612
164.576,0.38319
164.608,0.38025
164.64,0.37928
164.672,0.37732
164.704,0.37537
164.736,0.37243
164.768,0.3695
164.8,0.36657
164.832,0.36364
164.864,0.36168
164.896,0.35973
164.928,0.35679
164.96,0.35484
164.992,0.35191
165.024,0.35093
165.056,0.34897
165.088,0.34702
165.12,0.34506
165.152,0.34311
165.184,0.34115
165.216,0.34018
165.248,0.34018
165.28,0.34409
165.312,0.35093
165.344,0.36266
165.376,0.37928
165.408,0.39687
165.44,0.4174
165.472,0.44184
165.504,0.46921
165.536,0.4956
165.568,0.52199
165.6,0.54545
165.632,0.56696
165.664,0.58553
165.696,0.60117
165.728,0.61388
165.76,0.62463
165.792,0.63245
165.824,0.63832
165.856,0.64223
165.888,0.64614
165.92,0.65005
165.952,0.652
165.984,0.65396
166.016,0.65396
166.048,0.65396
166.08,0.652
166.112,0.64907
166.144,0.64516
166.176,0.6393
166.208,0.63245
166.24,0.62463
166.272,0.61584
166.304,0.60606
166.336,0.59433
166.368,0.5826
166.4,0.56989
166.432,0.55718
166.464,0.54545
166.496,0.5347
166.528,0.52493
166.56,0.51613
166.592,0.50831
166.624,0.50244
166.656,0.49756
166.688,0.49365
166.72,0.48876
166.752,0.48485
166.784,0.48094
166.816,0.47605
166.848,0.47116
166.88,0.46628
166.912,0.46139
166.944,0.45748
166.976,0.45259
167.008,0.44966
167.04,0.44673
167.072,0.44282
167.104,0.43988
167.136,0.43597
167.168,0.43304
167.2,0.43011
167.232,0.4262
167.264,0.42229
167.296,0.41838
167.328,0.41447
167.36,0.41153
167.392,0.4086
167.424,0.40567
167.456,0.40469
167.488,0.40274
167.52,0.40078
167.552,0.39785
167.584,0.39492
167.616,0.39198
167.648,0.38905
167.68,0.38612
167.712,0.38319
167.744,0.38025
167.776,0.37732
167.808,0.37634
167.84,0.37537
167.872,0.37634
167.904,0.37928
167.936,0.38612
167.968,0.39785
168,0.41349
168.032,0.43402
168.064,0.45846
168.096,0.48485
168.128,0.51222
168.16,0.55718
168.192,0.6129
168.224,0.65005
168.256,0.6784
168.288,0.70479
168.32,0.72923
168.352,0.75269
168.384,0.77419
168.416,0.79472
168.448,0.81427
168.48,0.83089
168.512,0.84555
168.544,0.85826
168.576,0.86901
168.608,0.87488
168.64,0.87781
168.672,0.87977
168.704,0.87781
168.736,0.8739
168.768,0.86706
168.8,0.85728
168.832,0.84457
168.864,0.83089
168.896,0.81623
168.928,0.80059
168.96,0.78397
168.992,0.76637
169.024,0.74976
169.056,0.73412
169.088,0.7175
169.12,0.70186
169.152,0.68622
169.184,0.67253
169.216,0.65885
169.248,0.64712
169.28,0.63636
169.312,0.62561
169.344,0.61681
169.376,0.60899
169.408,0.60215
169.44,0.59629
169.472,0.59042
169.504,0.58358
169.536,0.57674
169.568,0.56989
169.6,0.56207
169.632,0.55327
169.664,0.54448
169.696,0.53568
169.728,0.5259
169.76,0.51515
169.792,0.50538
169.824,0.4956
169.856,0.48778
169.888,0.47898
169.92,0.46921
169.952,0.45846
169.984,0.44868
170.016,0.43891
170.048,0.42913
170.08,0.41838
170.112,0.4086
170.144,0.3998
170.176,0.39101
170.208,0.38416
170.24,0.3783
170.272,0.37048
170.304,0.36266
170.336,0.35484
170.368,0.348
170.4,0.34018
170.432,0.33333
170.464,0.32942
170.496,0.32747
170.528,0.32845
170.56,0.33529
170.592,0.34702
170.624,0.36168
170.656,0.38319
170.688,0.40958
170.72,0.43988
170.752,0.47214
170.784,0.50342
170.816,0.53372
170.848,0.56012
170.88,0.58456
170.912,0.60508
170.944,0.62268
170.976,0.63734
171.008,0.64809
171.04,0.65591
171.072,0.66276
171.104,0.6696
171.136,0.67449
171.168,0.6784
171.2,0.68133
171.232,0.68328
171.264,0.68426
171.296,0.68426
171.328,0.68231
171.36,0.67937
171.392,0.67449
171.424,0.66862
171.456,0.6608
171.488,0.65103
171.52,0.64027
171.552,0.62659
171.584,0.6129
171.616,0.59922
171.648,0.58553
171.68,0.57283
171.712,0.56109
171.744,0.55034
171.776,0.54154
171.808,0.53372
171.84,0.52786
171.872,0.52199
171.904,0.51613
171.936,0.51026
171.968,0.50538
172,0.50049
172.032,0.4956
172.064,0.49071
172.096,0.48485
172.128,0.48094
172.16,0.47703
172.192,0.4741
172.224,0.47116
172.256,0.46725
172.288,0.46334
172.32,0.45846
172.352,0.45455
172.384,0.45161
172.416,0.44868
172.448,0.44868
172.48,0.44966
172.512,0.45259
172.544,0.45748
172.576,0.46334
172.608,0.47019
172.64,0.47605
172.672,0.48289
172.704,0.49071
